Date,Close,High,Low,Open,Volume
,GME,GME,GME,GME,GME
2010-01-04,3.8546431064605713,3.863059550557628,3.7031506443132067,3.714933344994572,26702800
2010-01-05,3.9590041637420654,3.996035548973324,3.8546425201929315,3.856325808756325,21269600
2010-01-06,4.044850826263428,4.056633527693199,3.908507312721563,3.9489052837898635,21471200
2010-01-07,3.4439306259155273,3.5634415872830387,3.268872727799265,3.3681845403953035,164761200
2010-01-08,3.4153153896331787,3.5735407041316334,3.4052156555595783,3.474228899789757,47872400
2010-01-11,3.420363664627075,3.465811487906461,3.3850155716682857,3.457395367027063,28085200
2010-01-12,3.4961111545562744,3.5011607002766105,3.416998180355975,3.4775952974362836,28486000
2010-01-13,3.4994771480560303,3.5179926810297233,3.470861883219071,3.50620998157706,17787600
2010-01-14,3.450662851333618,3.506210094147053,3.4321469967109763,3.4876942395244113,27087600
2010-01-15,3.450662851333618,3.4792781170892964,3.435513574106819,3.448979562635697,24515200
2010-01-19,3.5028440952301025,3.5028440952301025,3.433830852490564,3.4759121137246507,16406800
2010-01-20,3.4523465633392334,3.4961111116878785,3.4321474175419624,3.4759119658906075,16296800
2010-01-21,3.437196969985962,3.4759116480819054,3.422047692286766,3.438880258736373,17704000
2010-01-22,3.3715498447418213,3.4405630686309303,3.363133402161164,3.4371964915986672,13537600
2010-01-25,3.3547184467315674,3.415315570157971,3.3496685794278442,3.3867002975460103,14026400
2010-01-26,3.305903673171997,3.3749169136853365,3.2857048482217452,3.337885520573519,25002400
2010-01-27,3.356401205062866,3.3681839058537086,3.282338101593191,3.31095336968003,26276000
2010-01-28,3.3429348468780518,3.3681835345111177,3.3244189927883783,3.3681835345111177,17192800
2010-01-29,3.3277859687805176,3.3732338045977097,3.3193695245248223,3.35640123714084,18107600
2010-02-01,3.3547184467315674,3.378283852039805,3.309270604161764,3.363134571183204,22914400
2010-02-02,3.4052159786224365,3.416998681771612,3.342935884532629,3.35640187685377,17193200
2010-02-03,3.4523465633392334,3.4624459757106036,3.3766001679176303,3.411948592799222,13012000
2010-02-04,3.383333921432495,3.4371978916712687,3.361451482863876,3.4270984775151456,20178400
2010-02-05,3.3917489051818848,3.4186808812396032,3.3463010751890554,3.395115482452719,13127200
2010-02-08,3.3143203258514404,3.3900664057519876,3.3109537477968685,3.3900664057519876,16622400
2010-02-09,3.167877435684204,3.2234246901495385,3.075298785260166,3.1948094183913627,44096400
2010-02-10,3.2267911434173584,3.2486732581249163,3.1628277672260343,3.1678773131291766,22481600
2010-02-11,3.2587733268737793,3.285705311306242,3.2200583183293574,3.2301580532824654,16944400
2010-02-12,3.2267911434173584,3.241940423235878,3.1645107351573842,3.236890556278189,19654800
2010-02-16,3.196493148803711,3.2402577070093503,3.1729277409447523,3.228475003079871,15120800
2010-02-17,3.245307207107544,3.25204004242375,3.189759951266936,3.191442919305062,12235200
2010-02-18,3.268871784210205,3.2823377724859166,3.2166911197736336,3.236889941659958,9183200
2010-02-19,3.250356435775757,3.272238870788318,3.2368904454043865,3.253723013632233,11946800
2010-02-22,3.211641550064087,3.2570893850828253,3.1981755605460735,3.2570893850828253,10532800
2010-02-23,3.17629337310791,3.221740886000913,3.16787692919846,3.1998587739453566,14362000
2010-02-24,3.1746108531951904,3.1948096813608755,3.1544117039749207,3.1880768456571755,15390400
2010-02-25,2.947371482849121,2.9507380606952673,2.881724820121934,2.942321616079901,65709600
2010-02-26,2.895190715789795,2.9911359338861727,2.8834076937135436,2.960837376370575,27936800
2010-03-01,2.9440042972564697,2.9591535733822494,2.905289623181464,2.910339488908213,18755200
2010-03-02,2.9440042972564697,2.984402259907059,2.922122187882826,2.9591535733822494,13546400
2010-03-03,3.0046017169952393,3.019750994710445,2.9406380286300378,2.9557873063452433,18618800
2010-03-04,2.994502067565918,3.0584654297935003,2.969253059344093,3.0096510230227462,19592400
2010-03-05,3.043316602706909,3.0550993037213954,2.9877693543139574,3.0046019219294475,17628800
2010-03-08,3.1089634895324707,3.132529214331192,3.045000113203477,3.051732948107007,14404400
2010-03-09,3.039950132369995,3.1274792302192043,3.0096515738026124,3.1005472495047606,20690400
2010-03-10,3.076981782913208,3.088764484099918,3.019751244816733,3.0349005237866544,15324000
2010-03-11,3.257089376449585,3.3193694574098744,3.05341592434316,3.070248491459689,70812800
2010-03-12,3.233523368835449,3.339568307577195,3.218374412926828,3.2873876430678757,19390800
2010-03-15,3.265505790710449,3.2739222355465802,3.154411287309859,3.230157685562326,16786000
2010-03-16,3.267188787460327,3.2806547769391963,3.2150081183615233,3.2806547769391963,14022800
2010-03-17,3.3429348468780518,3.351350969070913,3.2436230639407744,3.2638218856254344,29221600
2010-03-18,3.5617575645446777,3.721666469465423,3.5398754521824918,3.6240379661293027,75227200
2010-03-19,3.553342580795288,3.5987901088958942,3.5179941466563562,3.5533425807952885,31450800
2010-03-22,3.635820150375366,3.704833376326538,3.6021550211557605,3.6425529835866075,32534400
2010-03-23,3.736816167831421,3.7536484156698076,3.6105723827162315,3.627404630554618,29708800
2010-03-24,3.6543362140655518,3.713250038242373,3.6223546898147307,3.713250038242373,22520800
2010-03-25,3.6661183834075928,3.736814891772624,3.6560186528879894,3.703149765482823,17515200
2010-03-26,3.703151226043701,3.703151226043701,3.6307714007113896,3.6728526646437043,11542800
2010-03-29,3.664435625076294,3.753647676856927,3.657702470422556,3.7267157003509452,13868000
2010-03-30,3.6728532314300537,3.7115679231690506,3.6459212440416544,3.6644371057666594,11360400
2010-03-31,3.6880016326904297,3.706517489988413,3.6459203723255875,3.6459203723255875,17516000
2010-04-01,3.7704806327819824,3.783946622429062,3.689684694899505,3.689684694899505,15999600
2010-04-05,3.8108785152435303,3.8142450928425324,3.7620644242760415,3.7805799589615323,12947600
2010-04-06,3.788996458053589,3.810878570656262,3.760381190155007,3.799095869942937,10560400
2010-04-07,3.8176114559173584,3.81929474462227,3.758697635463425,3.7687970466384018,17577200
2010-04-08,3.891674757003784,3.9085070028234115,3.7856298104348824,3.810878500218832,17962800
2010-04-09,3.9219729900360107,3.935438979317291,3.8361275090269196,3.9068237119627574,14136400
2010-04-12,3.9505879878997803,3.977519964625166,3.9034571891575998,3.9337557432372803,17782800
2010-04-13,3.9825713634490967,3.9876212314241077,3.908508238421992,3.94553996146285,18796000
2010-04-14,4.031384468078613,4.041483879660571,3.9792034792870683,3.997719334732746,20700800
2010-04-15,4.11049747467041,4.189610127602624,4.021285088215718,4.039800945285728,28872400
2010-04-16,4.176144123077393,4.300704613273129,4.135746152288602,4.292288489754247,44103600
2010-04-19,4.258623123168945,4.320903525424575,4.203075876207769,4.216541865742159,47649600
2010-04-20,4.275455951690674,4.300704643479185,4.2316914027651364,4.288921942048182,27440000
2010-04-21,4.231690883636475,4.268722593367607,4.169410806268744,4.268722593367607,28300400
2010-04-22,4.213176250457764,4.236741655466325,4.174461243730687,4.208126383218259,40112000
2010-04-23,4.245157241821289,4.253573686153846,4.186243736766006,4.206442561055096,26032800
2010-04-26,4.285555839538574,4.299022152444268,4.199710342146767,4.231691872134079,21112000
2010-04-27,4.1306962966918945,4.334369424269868,4.113863729862469,4.263672900429888,24509600
2010-04-28,4.160994052886963,4.219907869483103,4.110496679264254,4.139111943264981,14573600
2010-04-29,4.206442832946777,4.2535739610919405,4.1559454479055296,4.206442832946777,13401600
2010-04-30,4.091980934143066,4.231690680657193,4.075148368804904,4.21822469259756,16750000
2010-05-03,4.231690883636475,4.260306149767579,4.0919811304209635,4.14079554013764,13205200
2010-05-04,4.164361476898193,4.258623409987476,4.120596927700249,4.258623409987476,19578400
2010-05-05,4.125646591186523,4.18792667351285,3.992669661209224,4.107130734846768,17316800
2010-05-06,3.9017744064331055,4.112180702543134,3.7183000905407977,4.086932011220837,26537200
